0.214,1.243,1.149,0.324,0.222,0.235,0.269,0.146,1.686,0.199,0.134,0.219,0.319,0.367,0.416,6.404,0.778,0.216,0.706,0.854,0.767,4.106,0.579,1.123,0.122,0.804,0.421,0.665,0.245,0.109,0.629,0.411,0.111,0.274,0.446,0.717,1.844,0.911,0.129,0.052,1.492,0.382,0.676,0.753,0.638,0.751,0.184,0.391,0.284,0.735,0.385,0.344,9.715,0.192,0.595,0.705,1.423,1.057,0.784,0.378,0.072,0.633,0.11,2.685,0.626,0.155,0.081,1.446,2.228,0.405,1.001,1.088,2.659,0.689,0.385,1.514,0.086,4.628,1.914,0.456,1.034,0.412,1.397,1.047,0.856,0.65,0.883,0.554,0.832,0.624,0.136,0.147,0.845,0.359,1.417,1.185,6.198,0.743,0.962,1.258,0.652,0.763,0.06,1.105,0.897,0.29,0.686,0.221,1.53,1.569,0.653,0.033,0.292,1.181,0.737,1.219,0.804,0.612,1.304,0.947,0.368,0.305,0.481,0.007,0.349,4.968,0.303,1.153,1.492,0.909,0.184,0.195,0.68,0.5,0.156,0.888,0.856,0.432,0.365,1.569,0.567,0.882,1.096,1.25,0.373,0.929,2.624
1.848,0.708,1.009,0.324,0.562,0.104,1.503,2.698,0.405,3.227,0.8,0.219,3.342,5.082,1.211,0.953,0.719,3.25,2.021,1.991,0.885,0.369,1.633,1.325,0.122,0.958,0.091,1.318,8.454,5.248,0.82,2.006,0.111,0.274,8.308,1.098,2.726,10.761,0.07,0.035,1.908,2.258,1.082,0.738,0.785,0.96,0.45,2.709,1.104,0.206,1.617,0.108,0.301,3.283,1.651,22.714,0.355,0.62,0.912,3.094,0.072,0.122,0.11,0.63,1.064,0.089,3.415,0.85,0.287,1.129,0.991,1.047,1.054,0.63,2.386,0.577,0.292,0.931,1.054,0.791,1.351,1.424,1.151,1.454,0.373,1.087,2.704,2.621,1.677,8.103,0.344,0.433,1.191,1.871,1.991,0.085,0.758,0.2,1.168,0.638,0.508,0.242,0.697,0.355,0.882,0.29,0.962,1.909,0.113,1.057,0.998,1.906,0.292,1.122,1.38,1.773,1.027,1.776,0.255,0.939,2.046,10.232,0.481,0.338,0.349,0.452,1.509,1.18,2.116,2.918,0.183,1.14,4.541,0.5,1.74,1.055,1.464,0.373,1.545,0.995,1.695,1.127,1.946,0.738,1.003,1.087,1.917
0.922,0.172,1.219,0.324,0.222,0.104,2.252,1.021,0.048,1.152,2.176,0.219,1.939,1.608,1.272,0.337,0.565,1.78,0.715,0.973,1.035,0.082,0.696,0.691,0.274,1.847,0.523,1.575,3.322,1.677,0.537,1.443,0.466,0.558,1.946,0.919,5.53,1.526,0.07,0.035,2.682,2.342,0.713,1.26,0.331,1.092,0.184,1.936,0.761,0.206,0.755,0.263,0.361,1.807,0.673,1.8,0.046,0.188,0.752,0.891,0.072,0.922,0.11,0.031,0.932,0.089,1.3,4.285,3.143,0.576,0.457,1.142,0.663,1.454,1.238,0.583,0.382,0.722,1.265,0.477,0.961,0.861,1.553,0.822,0.668,0.882,1.304,1.599,0.812,0.635,0.136,1.369,0.627,3.49,0.734,0.085,0.05,0.417,0.626,1.058,0.049,1.3,0.723,0.704,0.87,0.477,0.89,2.352,0.113,0.618,1.235,2.28,0.292,1.057,1.593,0.695,0.846,0.859,0.911,1.032,1.493,1.746,0.481,0.007,0.349,0.083,2.232,1.599,0.96,0.442,0.074,0.145,1.31,0.5,1.159,0.882,0.832,0.186,5.651,0.048,0.763,0.784,0.872,0.296,0.492,0.774,4.744
0.425,0.072,1.453,0.324,0.222,0.104,0.118,0.526,0.225,0.789,0.134,0.219,2.572,0.512,0.664,0.112,1.004,0.406,0.259,0.48,0.828,0.156,0.629,0.135,0.122,0.232,0.091,0.586,0.915,1.234,0.191,0.755,0.111,0.274,0.433,0.141,1.399,1.059,0.07,0.035,0.197,3.289,2.176,0.305,0.138,0.94,0.184,0.466,0.284,0.206,0.632,0.108,0.416,0.517,0.171,0.417,0.159,0.158,0.476,0.14,0.072,0.031,0.11,0.031,0.102,0.089,0.436,0.018,0.029,0.572,0.233,1.397,0.437,0.456,0.8,0.476,0.086,0.345,0.767,0.23,1.145,1.052,1.657,0.189,0.535,0.162,0.131,0.376,0.202,0.557,0.136,0.147,0.143,0.566,1.469,0.085,0.221,0.2,0.12,0.092,0.049,0.123,0.864,0.249,0.777,0.29,0.595,0.396,0.113,0.677,2.132,0.752,0.292,0.504,1.237,0.198,0.6,1.067,1.01,0.912,1.103,1.15,0.481,0.046,0.349,0.258,0.735,0.158,0.29,0.355,0.074,0.83,0.506,0.5,0.156,0.694,0.206,0.636,1.895,0.716,0.192,0.118,0.232,0.017,0.115,0.201,0.051
2.182,0.368,1.105,0.324,0.222,0.263,5.381,1.32,0.024,1.845,2.104,0.219,15.666,2.13,0.378,0.752,0.131,1.505,0.591,1.559,1.106,0.082,1.103,0.909,0.385,1.711,1.076,3.48,1.336,5.321,0.052,1.067,0.345,0.274,2.073,0.924,5.171,2.172,0.07,0.035,1.509,13.296,0.851,0.606,0.987,0.425,0.661,3.234,0.284,0.206,0.87,0.819,0.11,1.596,1.379,2.652,0.046,0.158,1.205,3.222,0.072,0.231,0.11,0.433,2.184,0.089,3.109,1.262,0.583,1.446,0.92,1.332,0.635,1.906,1.505,0.103,1.069,0.846,2.207,0.034,0.592,2.445,1.258,1.063,0.684,1.091,1.088,3.162,1.172,1.966,0.136,0.864,1.128,6.639,0.775,0.085,0.462,0.461,1.257,0.311,1.114,1.216,1.355,1.236,0.468,0.936,0.792,1.223,0.243,0.848,0.933,7.607,0.292,1.543,2.219,1.13,1.074,1.753,0.995,0.948,1.036,2.483,0.481,0.007,0.349,0.269,2.058,0.717,1.587,0.938,0.074,0.968,5.093,0.667,1.785,0.853,1.161,0.345,5.254,0.28,1.432,1.225,1.177,0.755,0.394,0.908,1.619
0.214,1.206,1.133,0.324,0.222,0.104,1.085,0.793,1.005,0.956,0.654,0.219,2.132,1.205,0.903,0.326,1.25,1.009,1.773,2.797,1.025,0.082,1.027,1.178,0.122,1.79,0.283,2.064,1.837,0.391,0.92,3.235,0.111,0.274,2.52,0.866,3.665,2.703,0.07,1.148,2.004,1.593,1.108,0.902,0.519,1.461,0.184,2.323,0.284,0.206,1.555,0.792,1.033,1.116,1.026,2.105,0.789,0.977,0.96,2.847,0.072,0.33,0.267,0.031,1.136,0.089,0.967,2.869,1.132,3.293,0.734,1.007,0.829,1.2,0.999,0.641,0.821,0.956,1.06,0.759,1.478,1.04,0.857,1.078,2.186,0.513,0.694,2.073,1.285,0.504,0.136,1.011,0.934,1.901,1.669,0.085,0.801,0.38,0.958,0.71,1.655,0.123,0.667,0.855,1.171,0.29,1.007,1.727,0.113,1.429,0.847,1.428,0.292,2.397,2.032,1.297,0.987,1.496,0.724,0.962,1.877,0.173,0.481,0.007,0.349,0.7,1.032,1.086,2.676,1.261,0.074,0.145,2.028,0.5,0.156,1.269,1.336,0.186,3.91,1.186,0.774,0.734,1.524,0.756,0.751,1.386,1.594
0.896,0.072,0.935,0.324,0.222,0.104,1.613,2.169,0.148,2.045,1.709,0.219,10.309,3.504,1.046,0.597,0.768,2.428,1.318,3.12,1.221,0.082,1.194,0.792,0.122,1.381,0.192,2.958,9.385,1.128,0.966,1.981,0.111,0.274,2.318,1.101,2.208,3.8,0.07,10.614,3.985,22.324,1.384,0.098,0.383,0.731,0.184,2.996,0.886,0.206,1.438,0.247,0.188,3.954,0.682,5.779,0.117,0.353,1.393,0.939,0.072,0.851,0.11,0.031,0.799,0.089,1.246,4.944,1.696,1.724,1.453,0.992,0.991,0.681,2.575,0.393,0.52,0.806,2.473,0.736,1.231,4.219,0.591,0.52,0.878,0.508,1.058,1.431,0.797,1.943,0.136,1.675,0.47,3.151,1.272,1.095,0.347,0.546,0.736,0.79,0.962,0.904,1.032,0.757,2.186,0.629,1.132,2.732,0.113,2.317,26.886,9.674,0.292,1.828,12.628,0.647,1.209,1.532,1.211,1,3.598,4.312,0.481,0.109,0.349,0.14,1.458,1.407,0.752,1.976,0.159,0.919,3.327,0.5,1.137,1.849,0.8,2.701,20.489,0.887,0.561,0.579,0.843,4.581,1.86,0.954,4.85
0.214,0.697,1.737,0.324,0.222,0.104,0.488,0.19,0.363,0.215,0.134,0.219,0.289,0.344,0.312,0.86,1.074,0.071,0.08,0.676,1.088,0.541,1.225,0.69,0.545,0.657,0.091,0.328,0.32,0.082,1.056,0.658,0.111,0.782,0.249,1.131,0.396,1,0.07,0.035,0.17,0.461,0.68,0.893,0.429,1.276,0.184,0.433,0.284,0.206,0.807,0.434,2.735,0.286,0.232,1.213,0.347,0.681,1.08,0.307,0.072,1.282,0.914,0.031,0.318,0.089,0.081,2.433,1.87,0.934,1.196,1.297,0.735,1.304,0.359,0.867,0.086,0.538,0.859,1.022,0.843,0.692,1.007,0.593,1.727,0.493,0.556,0.235,0.448,0.296,0.469,0.203,0.547,0.372,1.118,0.897,0.675,0.734,0.677,0.808,0.049,0.95,0.06,0.996,1.174,0.29,1.08,0.306,0.404,1.073,0.934,0.033,0.292,1.1,0.389,0.715,1.057,0.463,0.397,1.031,0.33,0.795,0.481,0.007,0.349,0.485,0.115,0.837,0.58,0.418,0.398,0.145,0.799,0.5,0.156,0.962,0.474,0.965,0.32,0.048,0.564,0.976,0.536,1.991,1.047,1.39,7.538
0.214,0.072,0.637,0.78,0.222,0.725,1.45,0.519,1.18,0.244,0.134,0.219,3.309,0.959,0.963,1.052,1.143,1.819,0.957,2.116,0.904,0.642,1.692,1.272,0.225,1.71,0.875,1.667,1.316,0.082,1.544,1.329,0.111,0.516,0.462,0.68,3.284,1.034,0.07,1.797,1.704,2.691,0.982,0.098,1.032,1.823,0.184,1.703,0.284,0.206,0.185,0.424,3.103,0.431,1.172,3.129,1.145,0.706,0.944,1.119,0.072,0.25,1.291,1.54,1.972,0.089,0.081,1.45,1.052,1.331,1.689,0.725,2.131,2.066,0.108,1.167,0.559,2.536,0.658,1.017,0.4,0.463,0.672,1.35,1.841,1.11,0.553,1.241,1.391,1.008,0.136,0.808,1.268,1.497,1.195,1.244,15.326,0.487,1.475,1.867,0.243,1.331,0.06,1.569,1.014,0.29,1.18,2.629,0.113,1.226,1.412,1.099,0.292,1.15,1.355,1.894,1.025,0.945,0.904,0.996,0.929,1.047,1.016,0.508,0.349,0.719,1.927,0.962,1.753,1.042,1.89,0.91,1.19,0.5,0.156,1.259,1.322,0.186,0.995,0.048,2.211,1.945,1.898,0.506,1.274,0.383,0.799
0.214,0.072,1.853,0.324,0.222,1.006,0.118,0.423,0.962,0.117,0.134,0.219,0.425,0.381,0.086,0.801,0.793,0.13,0.08,0.493,0.869,0.147,0.332,0.538,0.122,0.498,0.091,0.349,0.233,0.082,0.177,0.328,0.325,0.508,0.226,1.055,0.535,0.01,0.07,0.39,0.93,0.401,0.697,0.098,0.138,0.758,0.184,0.7,0.284,0.206,0.87,0.108,1.207,0.107,0.412,0.069,0.922,0.18,0.971,0.162,0.072,0.121,0.11,1.22,0.247,0.089,0.081,0.448,0.51,0.936,1.377,1.826,1.133,0.821,0.122,1.152,0.809,1.651,0.608,0.368,0.573,0.238,1.286,0.507,1.43,0.346,0.356,0.116,0.435,0.7,0.136,0.147,0.514,0.394,1.716,0.085,0.169,1.038,0.537,0.467,0.743,0.415,0.06,0.939,2.155,0.592,1.723,0.297,0.796,1.646,0.306,0.033,0.292,1.972,0.2,0.583,0.989,0.1,1.076,0.916,0.112,0.2,0.481,0.127,0.349,0.28,0.328,0.362,0.472,0.494,0.16,0.145,0.659,0.5,0.156,1.666,0.382,0.186,0.159,0.048,0.319,0.445,0.404,0.144,0.25,0.268,0.579
