Micro,Loadings_p,Loadings_o,VIP
GC27004,31.3122484503157,-30.5113907361795,0.0268824722424655
GC27005,-693.755325516554,-418.938240866167,0.329972491735767
GC27006,56.3656712653039,-4.78487227329386,0.105777594647354
GC27007,-126.109358789169,-75.140024880975,0.225168529441597
GC27008,-1079.83013603269,-174.419358780591,1.21097312235609
GC27009,35.8646070188916,-0.414351769788698,0.0355203741369613
GC27010,-40.6720251055181,-123.413202059323,0.0616636322390759
GC27011,-3425.5645526809,169.075617355065,3.7273929939656
GC27012,-462.120414346918,-352.379522659891,0.336385576909092
GC27013,-761.899490621013,103.76519070449,1.17035605183076
GC27014,-4528.93082469786,2311.37022437983,3.73784890676069
GC27015,-283.764880162985,1078.1711289543,0.258250172449675
GC27016,127.178050046632,161.563978572317,0.0677995333349113
GC27017,-97.9291204293355,140.362360343694,0.493515922475706
GC27018,69.2359295501027,-17.6897462969426,0.0494776818988612
GC27019,8.1283974463658,-2.46033999573152,0.00707396938602753
GC27020,52.1158839281391,-1.2054541631438,0.0575375080258311
GC27021,-2848.52798347431,-2081.39426273778,2.74598705822269
GC27022,89.7546202077113,55.6077528060127,0.118451680267064
GC27023,-500.752582522481,-86.3600598636877,0.451128020232245
GC27024,5.94750143558578,-2.4444224105523,0.00271610293137501
GC27025,390.430496796027,104.006826864489,0.342090060384942
GC27026,-208.346015323909,247.482753520461,0.120201156925147
GC27027,82.160422100343,54.3168964180373,0.140998349543209
GC27028,-567.788029778974,-69.2349202318745,0.689923224675294
GC27029,-66.7436048137467,-3.48887528812256,0.10431190713759
GC27030,-196.169101012604,-24.1156465598816,0.325299074152291
GC27031,-50.7437159322561,10.6198473354537,0.0320152463930284
GC27032,-91.0574755238364,123.016708955924,0.0223727071130063
GC27033,-581.727954468288,-6.35803831952245,0.541499820482392
GC27034,-56.0372263542326,131.345843638441,0.00383406773158199
GC27035,791.693104649266,104.619827849336,1.66492045655721
GC27036,-47.2768652283595,3.49015361150668,0.117746689924453
GC27037,13.2742121571185,34.1472346668523,0.0297895757635826
GC27038,-150.959211528979,21.503001496257,0.151792951341791
GC27039,-0.182773787125793,2.17125051555725,0.0420968556837379
GC27040,-748.901646358659,320.147775994941,0.624851940205358
GC27041,1167.12039990465,528.240552330619,0.634030697914789
GC27042,-25.13083684843,83.9510133641542,0.0216764097832906
GC27043,-5.6034154096569,0.857239312918295,0.0092480960412307
GC27044,-527.795322055528,-107.036935448031,0.651098949724602
GC27045,-11.3148579685532,10.0902258251138,0.0117451719921265
GC27046,19.4567246939037,-2.96072705729755,0.0319426326933932
GC27047,-224.766755363514,-122.086750561691,0.193753338102391
GC27048,169.568631107001,121.332981039502,0.13787470432217
GC27049,102.250176499999,-3.10437696388206,0.448994260648839
GC27050,81.9094145852252,22.0753650072575,0.172415927799603
GC27051,-1325.24233314836,-272.018829098375,2.23678684833233
GC27052,-187.962004290956,-22.2579053455232,0.355367037492342
GC27053,13.4680074009611,4.09887845160097,0.00782734562104511
GC27054,5.5002971430379,7.42446467559315,0.0922693660062623
